frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.20759601891040802,0.05315296724438667,0.0,0.0,504,622
0,1,-0.41519203782081604,0.10630593448877335,0.0,0.0,430,594
0,2,0.6227880716323853,0.15945887565612793,0.0,0.0,214,584
0,3,1.8080942630767822,3.4072437286376953,0.0,0.0,177,622
0,4,-2.772411346435547,2.6818370819091797,0.0,0.0,177,622
0,5,-3.0536704063415527,2.6930840015411377,0.0,0.0,240,594
0,6,-3.348322868347168,2.6753082275390625,0.0,0.0,226,584
0,7,-1.7411279678344727,3.916249990463257,0.0,0.0,226,584
0,8,-3.2344799041748047,3.128810167312622,0.0,0.0,201,588
0,9,-3.2411763668060303,3.423551559448242,0.0,0.0,176,608
0,10,3.0938501358032227,3.557249069213867,0.0,0.0,176,608
0,11,-2.7724111080169678,4.075061321258545,0.0,0.0,173,637
0,12,2.7724111080169678,4.075061321258545,0.0,0.0,173,637
0,13,-4.50014591217041,2.4898555278778076,0.0,0.0,180,671
0,14,-2.732231378555298,4.357247829437256,0.0,0.0,180,671
0,15,-0.20759601891040802,0.05315296724438667,0.0,0.07739399373531342,485,582
0,16,-0.41519203782081604,0.10630593448877335,0.0,0.07739399373531342,406,559
0,17,0.6227880716323853,0.15945887565612793,0.0,0.07739399373531342,187,551
0,18,1.6875547170639038,3.4685261249542236,0.0,0.07739399373531342,165,582
0,19,-2.892951011657715,2.551342725753784,0.0,0.07739399373531342,165,582
0,20,-3.0536704063415527,2.6930840015411377,0.0,0.07739399373531342,217,559
0,21,-3.4822559356689453,2.498486280441284,0.0,0.07739399373531342,199,551
0,22,-1.7411279678344727,3.916249990463257,0.0,0.07739399373531342,199,551
0,23,-3.5157389640808105,2.8090734481811523,0.0,0.07739399373531342,176,557
0,24,-2.92643404006958,3.9659011363983154,0.0,0.07739399373531342,150,602
0,25,2.92643404006958,3.9659011363983154,0.0,0.07739399373531342,150,602
0,26,-4.50014591217041,2.4898555278778076,0.0,0.07739399373531342,161,633
0,27,-2.892951011657715,4.2522382736206055,0.0,0.07739399373531342,161,633
0,28,-0.20759601891040802,0.05315296724438667,0.0,-0.07739399373531342,474,593
0,29,-0.41519203782081604,0.10630593448877335,0.0,-0.07739399373531342,395,570
0,30,1.6875547170639038,3.4685261249542236,0.0,-0.07739399373531342,150,593
0,31,1.9286339282989502,3.340491771697998,0.0,-0.07739399373531342,150,593
0,32,-3.0536704063415527,2.6930840015411377,0.0,-0.07739399373531342,203,570
0,33,-3.4822559356689453,2.498486280441284,0.0,-0.07739399373531342,190,561
0,34,-3.2143900394439697,2.8348257541656494,0.0,-0.07739399373531342,190,561
0,35,-3.5157389640808105,2.8090734481811523,0.0,-0.07739399373531342,165,563
0,36,-2.732231378555298,4.357247829437256,0.0,-0.07739399373531342,161,630
0,37,-4.660865306854248,2.174173355102539,0.0,-0.07739399373531342,161,630
1,0,-0.20759601891040802,0.05315296724438667,0.0,0.0,504,622
1,1,-0.41519203782081604,0.10630593448877335,0.0,0.0,427,597
1,2,0.6227880716323853,0.15945887565612793,0.0,0.0,210,586
1,3,0.3817088007926941,0.5172915458679199,0.0,0.0,210,586
1,4,1.9286339282989502,3.340491771697998,0.0,0.0,170,622
1,5,-2.892951011657715,2.551342725753784,0.0,0.0,170,622
1,6,-3.0536704063415527,2.6930840015411377,0.0,0.0,238,597
1,7,-3.4822559356689453,2.498486280441284,0.0,0.0,225,586
1,8,-1.7411279678344727,3.916249990463257,0.0,0.0,225,586
1,9,-3.3751094341278076,2.976566791534424,0.0,0.0,198,590
1,10,-3.388502597808838,3.277801036834717,0.0,0.0,175,610
1,11,3.0938501358032227,3.557249069213867,0.0,0.0,175,610
1,12,-2.7724111080169678,4.075061321258545,0.0,0.0,172,637
1,13,2.7724111080169678,4.075061321258545,0.0,0.0,172,637
1,14,-4.50014591217041,2.4898555278778076,0.0,0.0,174,677
1,15,-2.732231378555298,4.357247829437256,0.0,0.0,174,677
1,16,-0.20759601891040802,0.05315296724438667,0.0,0.07739399373531342,488,578
1,17,-0.41519203782081604,0.10630593448877335,0.0,0.07739399373531342,411,555
1,18,0.6026981472969055,0.22371195256710052,0.0,0.07739399373531342,196,541
1,19,1.6875547170639038,3.4685261249542236,0.0,0.07739399373531342,151,578
1,20,-2.651871681213379,2.8010876178741455,0.0,0.07739399373531342,151,578
1,21,-3.0536704063415527,2.6930840015411377,0.0,0.07739399373531342,221,555
1,22,-3.4822559356689453,2.498486280441284,0.0,0.07739399373531342,210,541
1,23,-1.7411279678344727,3.916249990463257,0.0,0.07739399373531342,210,541
1,24,-3.3751094341278076,2.976566791534424,0.0,0.07739399373531342,185,545
1,25,-3.2411763668060303,3.423551559448242,0.0,0.07739399373531342,160,568
1,26,2.7991979122161865,3.793470859527588,0.0,0.07739399373531342,160,568
1,27,-2.92643404006958,3.9659011363983154,0.0,0.07739399373531342,156,594
1,28,2.6183884143829346,4.175695419311523,0.0,0.07739399373531342,156,594
1,29,-2.892951011657715,4.2522382736206055,0.0,0.07739399373531342,160,630
1,30,-4.660865306854248,2.174173355102539,0.0,0.07739399373531342,160,630
1,31,-0.20759601891040802,0.05315296724438667,0.0,-0.07739399373531342,489,577
1,32,-0.41519203782081604,0.10630593448877335,0.0,-0.07739399373531342,410,555
1,33,0.6227880716323853,0.15945887565612793,0.0,-0.07739399373531342,191,547
1,34,1.6875547170639038,3.4685261249542236,0.0,-0.07739399373531342,158,577
1,35,-2.531332015991211,2.9104764461517334,0.0,-0.07739399373531342,158,577
1,36,-3.0536704063415527,2.6930840015411377,0.0,-0.07739399373531342,221,555
1,37,-3.4822559356689453,2.498486280441284,0.0,-0.07739399373531342,204,547
1,38,-3.3751094341278076,2.976566791534424,0.0,-0.07739399373531342,178,551
1,39,-3.5358288288116455,3.1183078289031982,0.0,-0.07739399373531342,154,570
1,40,2.946524143218994,3.6802070140838623,0.0,-0.07739399373531342,154,570
1,41,-2.6183884143829346,4.175695419311523,0.0,-0.07739399373531342,155,593
1,42,2.7724111080169678,4.075061321258545,0.0,-0.07739399373531342,155,593
1,43,-4.660865306854248,2.174173355102539,0.0,-0.07739399373531342,166,624
1,44,-2.892951011657715,4.2522382736206055,0.0,-0.07739399373531342,166,624
2,0,-0.20759601891040802,0.05315296724438667,0.0,0.0,505,621
2,1,-0.41519203782081604,0.10630593448877335,0.0,0.0,426,599
2,2,0.6227880716323853,0.15945887565612793,0.0,0.0,214,587
2,3,0.3817088007926941,0.5172915458679199,0.0,0.0,214,587
2,4,1.593801736831665,3.2758305072784424,0.0,0.0,155,639
2,5,-1.7076447010040283,3.2179524898529053,0.0,0.0,155,639
2,6,1.8080942630767822,3.4072437286376953,0.0,0.0,173,621
2,7,-2.651871681213379,2.8010876178741455,0.0,0.0,173,621
2,8,-3.0536704063415527,2.6930840015411377,0.0,0.0,236,599
2,9,-3.4822559356689453,2.498486280441284,0.0,0.0,224,587
2,10,-1.7411279678344727,3.916249990463257,0.0,0.0,224,587
2,11,-3.3751094341278076,2.976566791534424,0.0,0.0,191,592
2,12,-3.388502597808838,3.277801036834717,0.0,0.0,165,616
2,13,-3.0938501358032227,3.557249069213867,0.0,0.0,165,616
2,14,-2.7724111080169678,4.075061321258545,0.0,0.0,164,643
2,15,2.7724111080169678,4.075061321258545,0.0,0.0,164,643
2,16,-4.660865306854248,2.174173355102539,0.0,0.0,172,679
2,17,-2.892951011657715,4.2522382736206055,0.0,0.0,172,679
2,18,-0.20759601891040802,0.05315296724438667,0.0,0.07739399373531342,479,588
2,19,-0.41519203782081604,0.10630593448877335,0.0,0.07739399373531342,397,569
2,20,0.6227880716323853,0.15945887565612793,0.0,0.07739399373531342,186,558
2,21,0.3817088007926941,0.5172915458679199,0.0,0.07739399373531342,186,558
2,22,1.5670150518417358,3.524624824523926,0.0,0.07739399373531342,157,588
2,23,-2.892951011657715,2.551342725753784,0.0,0.07739399373531342,157,588
2,24,-3.0536704063415527,2.6930840015411377,0.0,0.07739399373531342,208,569
2,25,-3.6161887645721436,2.3003735542297363,0.0,0.07739399373531342,196,558
2,26,-1.7411279678344727,3.916249990463257,0.0,0.07739399373531342,196,558
2,27,-3.5157389640808105,2.8090734481811523,0.0,0.07739399373531342,164,559
2,28,-4.660865306854248,2.174173355102539,0.0,0.07739399373531342,162,631
2,29,-2.732231378555298,4.357247829437256,0.0,0.07739399373531342,162,631
2,30,-0.20759601891040802,0.05315296724438667,0.0,-0.07739399373531342,494,573
2,31,-0.41519203782081604,0.10630593448877335,0.0,-0.07739399373531342,412,554
2,32,0.6227880716323853,0.15945887565612793,0.0,-0.07739399373531342,202,543
2,33,1.593801736831665,3.2758305072784424,0.0,-0.07739399373531342,150,588
2,34,-1.9353306293487549,3.086383819580078,0.0,-0.07739399373531342,150,588
2,35,1.8080942630767822,3.4072437286376953,0.0,-0.07739399373531342,166,573
2,36,2.169713258743286,3.189178705215454,0.0,-0.07739399373531342,166,573
2,37,-3.0536704063415527,2.6930840015411377,0.0,-0.07739399373531342,224,554
2,38,-3.348322868347168,2.6753082275390625,0.0,-0.07739399373531342,209,543
2,39,-3.3751094341278076,2.976566791534424,0.0,-0.07739399373531342,177,549
2,40,-3.2411763668060303,3.423551559448242,0.0,-0.07739399373531342,157,570
2,41,3.0938501358032227,3.557249069213867,0.0,-0.07739399373531342,157,570
2,42,-2.732231378555298,4.357247829437256,0.0,-0.07739399373531342,159,632
2,43,-4.660865306854248,2.174173355102539,0.0,-0.07739399373531342,159,632
