frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.014997362159192562,0.040970008820295334,0.0,0.0,411,704
0,1,-0.017724154517054558,0.039866238832473755,0.0,0.0,411,704
0,2,-0.0736234113574028,0.04683420807123184,0.0,0.0,466,686
0,3,-0.035448309034109116,0.07973247766494751,0.0,0.0,466,686
0,4,-0.11452530324459076,0.06336494535207748,0.0,0.0,465,675
0,5,-0.061352841556072235,0.11561569571495056,0.0,0.0,465,675
0,6,-0.16360758244991302,0.06072856858372688,0.0,0.0,383,666
0,7,-0.07635020464658737,0.15692688524723053,0.0,0.0,383,666
0,8,0.020450947806239128,0.2171826958656311,0.0,0.0,200,676
0,9,-0.20450948178768158,0.07591070979833603,0.0,0.0,200,676
0,10,-0.23723098635673523,0.11066211014986038,0.0,0.0,118,697
0,11,0.17178796231746674,0.1975184679031372,0.0,0.0,118,697
0,12,-0.024541137740015984,0.7849328517913818,0.0,0.0,144,704
0,13,-0.10361813753843307,0.8224434852600098,0.0,0.0,185,686
0,14,0.1295226663351059,0.8187636137008667,0.0,0.0,185,686
0,15,-0.13633964955806732,0.8618564605712891,0.0,0.0,258,675
0,16,0.6271623969078064,0.6066731810569763,0.0,0.0,258,675
0,17,0.629889190196991,0.6653319597244263,0.0,0.0,283,666
0,18,0.40083858370780945,0.8238661289215088,0.0,0.0,283,666
0,19,0.5998944640159607,0.7492679953575134,0.0,0.0,280,676
0,20,-0.5099102854728699,0.8131834864616394,0.0,0.0,280,676
0,21,0.5644461512565613,0.829657793045044,0.0,0.0,259,697
0,22,-0.5330880284309387,0.8501462936401367,0.0,0.0,259,697
0,23,-0.5889872908592224,0.8657298684120178,0.0,0.0,220,724
0,24,0.26177212595939636,1.0138391256332397,0.0,0.0,220,724
0,25,0.3067642152309418,1.0466898679733276,0.0,0.0,167,757
0,26,-0.10225473344326019,1.0859134197235107,0.0,0.0,167,757
0,27,0.7444145083427429,0.8559132814407349,0.0,0.0,129,795
0,28,-0.38993141055107117,1.0652202367782593,0.0,0.0,129,795
0,29,-0.4417404532432556,1.0920116901397705,0.0,0.0,92,830
0,30,0.0368117056787014,1.1773992776870728,0.0,0.0,92,830
0,31,-1.0907171964645386,0.8714823722839355,0.0,0.0,106,823
0,32,-0.13088606297969818,1.3899692296981812,0.0,0.0,106,823
0,33,-0.4499208629131317,1.3676409721374512,0.0,0.0,120,817
0,34,-1.0798100233078003,0.9523030519485474,0.0,0.0,120,817
0,35,-0.5099102854728699,1.3929803371429443,0.0,0.0,93,812
0,36,-1.1125315427780151,0.9811607003211975,0.0,0.0,93,812
0,37,-4.439218997955322,4.689006328582764,0.0,0.0,92,732
0,38,-4.672359943389893,4.519714832305908,0.0,0.0,160,729
0,39,-4.499208450317383,4.752371311187744,0.0,0.0,159,730
0,40,-4.735076427459717,4.580382347106934,0.0,0.0,110,730
0,41,-4.829150676727295,4.671383380889893,0.0,0.0,106,729
0,42,-0.016360757872462273,0.04044487699866295,0.0,0.12173257023096085,403,659
0,43,-0.03408491238951683,0.027233824133872986,0.0,0.12173257023096085,403,659
0,44,-0.07635020464658737,0.042243294417858124,0.0,0.12173257023096085,462,638
0,45,-0.032721515744924545,0.0808897539973259,0.0,0.12173257023096085,462,638
0,46,-0.11861549317836761,0.05533105507493019,0.0,0.12173257023096085,458,630
0,47,-0.05726265162229538,0.117695152759552,0.0,0.12173257023096085,458,630
0,48,-0.16906116902828217,0.04328649118542671,0.0,0.12173257023096085,372,624
0,49,-0.07635020464658737,0.15692688524723053,0.0,0.12173257023096085,372,624
0,50,0.013633965514600277,0.2177169770002365,0.0,0.12173257023096085,189,634
0,51,-0.211326465010643,0.054108139127492905,0.0,0.12173257023096085,189,634
0,52,-0.23723098635673523,0.11066211014986038,0.0,0.12173257023096085,107,654
0,53,-0.20450946688652039,0.16340294480323792,0.0,0.12173257023096085,107,654
0,54,-0.04908227548003197,0.783781111240387,0.0,0.12173257023096085,139,659
0,55,-0.10361813753843307,0.8224434852600098,0.0,0.12173257023096085,181,638
0,56,0.15542720258235931,0.8142434358596802,0.0,0.12173257023096085,181,638
0,57,-0.13633964955806732,0.8618564605712891,0.0,0.12173257023096085,251,630
0,58,0.5998944640159607,0.633649468421936,0.0,0.12173257023096085,251,630
0,59,0.601257860660553,0.691314697265625,0.0,0.12173257023096085,273,624
0,60,0.40083858370780945,0.8238661289215088,0.0,0.12173257023096085,273,624
0,61,0.5698997378349304,0.7723277807235718,0.0,0.12173257023096085,271,634
0,62,-0.5099102854728699,0.8131834864616394,0.0,0.12173257023096085,271,634
0,63,0.5644461512565613,0.829657793045044,0.0,0.12173257023096085,251,654
0,64,-0.5644461512565613,0.829657793045044,0.0,0.12173257023096085,251,654
0,65,-0.5889872908592224,0.8657298684120178,0.0,0.12173257023096085,212,679
0,66,0.22905060648918152,1.0217289924621582,0.0,0.12173257023096085,212,679
0,67,0.27267929911613464,1.0560823678970337,0.0,0.12173257023096085,159,711
0,68,-0.10225473344326019,1.0859134197235107,0.0,0.12173257023096085,159,711
0,69,0.7089661955833435,0.8854984045028687,0.0,0.12173257023096085,127,747
0,70,-0.4253796935081482,1.05156672000885,0.0,0.12173257023096085,127,747
0,71,-1.1343458890914917,0.8138826489448547,0.0,0.12173257023096085,109,769
0,72,-0.5235442519187927,1.2942360639572144,0.0,0.12173257023096085,109,769
0,73,-0.4499208629131317,1.3676409721374512,0.0,0.12173257023096085,124,763
0,74,-1.1248021125793457,0.8987162709236145,0.0,0.12173257023096085,124,763
