frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.08545657992362976,0.047281697392463684,0.0,0.0,381,851
0,1,-0.03967626765370369,0.08924225717782974,0.0,0.0,381,851
0,2,1.5305883884429932,2.44091796875,0.0,0.0,163,935
0,3,1.5870507955551147,2.748852491378784,0.0,0.0,217,975
0,4,1.5656867027282715,5.3421759605407715,0.0,0.0,217,866
0,5,2.2157669067382812,6.053064346313477,0.0,0.0,159,866
0,6,0.0,6.445867538452148,0.0,0.0,159,866
0,7,2.6857781410217285,8.164058685302734,0.0,0.0,236,851
0,8,3.0215003490448,9.184566497802734,0.0,0.0,246,813
1,0,-0.08545657992362976,0.047281697392463684,0.0,0.0,382,850
1,1,-0.03967626765370369,0.08924225717782974,0.0,0.0,382,850
1,2,1.5305883884429932,2.44091796875,0.0,0.0,162,935
1,3,1.487860083580017,2.803781747817993,0.0,0.0,218,973
1,4,1.5656867027282715,5.3421759605407715,0.0,0.0,210,873
1,5,2.2157669067382812,6.053064346313477,0.0,0.0,154,872
1,6,0.0,6.445867538452148,0.0,0.0,154,872
1,7,2.6857781410217285,8.164058685302734,0.0,0.0,240,847
1,8,3.0215003490448,9.184566497802734,0.0,0.0,250,810
2,0,-0.08545657992362976,0.047281697392463684,0.0,0.0,388,845
2,1,-0.03967626765370369,0.08924225717782974,0.0,0.0,388,845
2,2,1.5305883884429932,2.44091796875,0.0,0.0,161,937
2,3,1.5870507955551147,2.748852491378784,0.0,0.0,217,975
2,4,1.5656867027282715,5.3421759605407715,0.0,0.0,213,870
2,5,2.2157669067382812,6.053064346313477,0.0,0.0,153,871
2,6,0.0,6.445867538452148,0.0,0.0,153,871
2,7,2.6857781410217285,8.164058685302734,0.0,0.0,239,847
2,8,3.0215003490448,9.184566497802734,0.0,0.0,241,818
3,0,-0.08545657992362976,0.047281697392463684,0.0,0.0,383,850
3,1,-0.03967626765370369,0.08924225717782974,0.0,0.0,383,850
3,2,1.4405537843704224,2.495112419128418,0.0,0.0,162,936
3,3,1.487860083580017,2.803781747817993,0.0,0.0,216,975
3,4,1.5656867027282715,5.3421759605407715,0.0,0.0,214,869
3,5,2.2157669067382812,6.053064346313477,0.0,0.0,164,868
3,6,2.6857781410217285,8.164058685302734,0.0,0.0,244,843
3,7,3.0215003490448,9.184566497802734,0.0,0.0,245,814
4,0,-0.08545657992362976,0.047281697392463684,0.0,0.0,381,851
4,1,-0.03967626765370369,0.08924225717782974,0.0,0.0,381,851
4,2,1.5305883884429932,2.44091796875,0.0,0.0,166,932
4,3,1.487860083580017,2.803781747817993,0.0,0.0,216,975
4,4,1.5656867027282715,5.3421759605407715,0.0,0.0,215,868
4,5,2.2157669067382812,6.053064346313477,0.0,0.0,163,867
4,6,2.6857781410217285,8.164058685302734,0.0,0.0,244,842
4,7,3.0215003490448,9.184566497802734,0.0,0.0,240,819
5,0,-0.08545657992362976,0.047281697392463684,0.0,0.0,383,849
5,1,-0.03967626765370369,0.08924225717782974,0.0,0.0,383,849
5,2,1.4405537843704224,2.495112419128418,0.0,0.0,164,934
