
0,0,0.526092,0.60489,0,253,877,
0,1,-0.788478,0.762719,0,152,926,
0,2,0.445662,1.00241,0,152,926,
0,3,0.0632892,2.02427,0,160,925,
0,4,0.870227,2.64526,0,156,1003,
0,5,-0.187231,2.98983,0,201,1040,
0,6,-0.195142,3.11616,0,157,1079,
0,7,-2.49201,2.86527,0,156,993,
0,8,-2.51838,7.65523,0,154,784,
1,0,0.522136,0.551516,0,226,879,
1,1,0.443025,0.767341,0,173,904,
1,2,0.747604,0.475575,0,173,904,
1,3,-0.788478,0.762719,0,152,920,
1,4,0.0632892,2.02427,0,162,922,
1,5,0.870227,2.64526,0,161,999,
1,6,-0.187231,2.98983,0,203,1038,
1,7,-0.195142,3.11616,0,152,1079,
1,8,-2.49201,2.86527,0,154,997,
1,9,-2.51838,7.65523,0,155,781,
2,0,0.526092,0.60489,0,235,858,
2,1,0.443025,0.767341,0,182,893,
2,2,-0.788478,0.762719,0,157,913,
2,3,0.0632892,2.02427,0,160,924,
2,4,0.95725,2.61503,0,157,1003,
2,5,-0.187231,2.98983,0,202,1039,
2,6,-0.288757,3.06651,0,176,1053,
2,7,-2.49201,2.86527,0,168,982,
2,8,-2.51838,7.65523,0,152,783,
3,0,0.551144,0.582156,0,307,852,
3,1,-0.788478,0.762719,0,153,916,
3,2,0.0632892,2.02427,0,158,927,
3,3,0.95725,2.61503,0,159,1002,
3,4,-0.187231,2.98983,0,202,1038,
3,5,-0.288757,3.06651,0,175,1053,
3,6,-2.49201,2.86527,0,162,989,
3,7,-2.51838,7.65523,0,159,777,
4,0,0.551144,0.582156,0,321,861,
4,1,-0.788478,0.762719,0,159,913,
4,2,0.0632892,2.02427,0,160,924,
4,3,0.95725,2.61503,0,161,1002,
4,4,-0.187231,2.98983,0,202,1038,
4,5,-0.288757,3.06651,0,174,1053,
4,6,-2.49201,2.86527,0,161,990,
4,7,-2.51838,7.65523,0,165,773,
5,0,0.526092,0.60489,0,330,861,
5,1,-0.788478,0.762719,0,153,918,
5,2,0.0632892,2.02427,0,155,929,
5,3,0.95725,2.61503,0,160,1002,
5,4,-0.187231,2.98983,0,202,1038,
5,5,-0.288757,3.06651,0,174,1052,
5,6,-2.49201,2.86527,0,166,984,
5,7,-2.51838,7.65523,0,162,776,
6,0,0.526092,0.60489,0,332,857,
6,1,0.95725,2.61503,0,157,1004,
6,2,-0.187231,2.98983,0,201,1038,
6,3,-0.288757,3.06651,0,174,1052,
6,4,-2.49201,2.86527,0,168,982,
6,5,-2.51838,7.65523,0,160,778,
7,0,0.526092,0.60489,0,340,858,
7,1,-0.788478,0.762719,0,150,920,
7,2,0.0632892,2.02427,0,150,934,
7,3,0.95725,2.61503,0,158,1004,
7,4,-0.187231,2.98983,0,201,1038,
7,5,-0.288757,3.06651,0,175,1051,
7,6,-2.49201,2.86527,0,167,983,
7,7,-2.51838,7.65523,0,161,775,
8,0,0.526092,0.60489,0,346,850,
8,1,0.0632892,2.02427,0,156,930,
8,2,0.95725,2.61503,0,159,1003,
8,3,-0.187231,2.98983,0,202,1038,
8,4,-0.288757,3.06651,0,175,1051,
8,5,-2.49201,2.86527,0,167,983,
8,6,-2.51838,7.65523,0,160,778,
9,0,0.526092,0.60489,0,300,892,
9,1,-0.788478,0.762719,0,173,899,
9,2,0.0632892,2.02427,0,174,916,
9,3,0.95725,2.61503,0,152,1010,
9,4,-0.187231,2.98983,0,193,1042,
9,5,-0.288757,3.06651,0,166,1055,
9,6,-2.49201,2.86527,0,163,985,
9,7,-2.51838,7.65523,0,156,783,
10,0,-0.788478,0.762719,0,163,911,
10,1,0.0632892,2.02427,0,179,905,
10,2,0.95725,2.61503,0,151,1010,
10,3,-0.187231,2.98983,0,198,1044,
10,4,-0.288757,3.06651,0,169,1054,
11,0,0.498403,0.573054,0,250,924,
11,1,-0.788478,0.762719,0,218,856,
11,2,0.0632892,2.02427,0,158,929,
11,3,0.95725,2.61503,0,151,1008,
11,4,-0.187231,2.98983,0,195,1042,
11,5,-0.195142,3.11616,0,150,1075,
11,6,-1.26842,2.85301,0,150,1075,
11,7,-2.49201,2.86527,0,157,992,
12,0,0.551144,0.582156,0,254,923,
12,1,-0.788478,0.762719,0,181,888,
12,2,0.0632892,2.02427,0,170,914,
12,3,0.95725,2.61503,0,165,1007,
12,4,-0.187231,2.98983,0,193,1045,
12,5,-2.49201,2.86527,0,153,997,
13,0,-0.788478,0.762719,0,166,903,
13,1,0.0632892,2.02427,0,157,929,
13,2,0.95725,2.61503,0,153,1002,
13,3,-0.187231,2.98983,0,203,1035,
13,4,-0.288757,3.06651,0,178,1047,
13,5,-2.49201,2.86527,0,161,990,
14,0,-0.788478,0.762719,0,158,914,
14,1,0.0632892,2.02427,0,154,931,
14,2,-0.187231,2.98983,0,204,1034,
14,3,-2.49201,2.86527,0,157,991,
14,4,-2.51838,7.65523,0,156,779,
15,0,0.400832,0.543207,0,178,973,
15,1,-0.187231,2.98983,0,209,1021,
15,2,-0.288757,3.06651,0,187,1031,
15,3,-2.49201,2.86527,0,156,992,
16,0,0.0632892,2.02427,0,155,926,
16,1,-0.187231,2.98983,0,210,1026,
16,2,-0.288757,3.06651,0,195,1028,
16,3,-2.49201,2.86527,0,157,994,
16,4,-2.51838,7.65523,0,162,772,
17,0,0.0922968,0.41171,0,195,1044,
17,1,0.0632892,2.02427,0,153,938,
17,2,-0.187231,2.98983,0,198,1039,
17,3,-0.288757,3.06651,0,175,1047,
17,4,-2.49201,2.86527,0,160,991,
17,5,-2.26655,7.73353,0,151,783,
18,0,0.526092,0.60489,0,224,975,
18,1,-0.280846,2.9825,0,224,1015,
18,2,-0.288757,3.06651,0,200,1024,
18,3,-2.49201,2.86527,0,159,991,
18,4,-2.51838,7.65523,0,162,776,
18,5,0.0632892,0.502343,0.644318,168,1037,
19,0,0.526092,0.60489,0,203,976,
19,1,-0.788478,0.762719,0,155,922,
19,2,0.445662,1.00241,0,155,922,
19,3,-0.187231,2.98983,0,230,1017,
19,4,-2.49201,2.86527,0,156,993,
19,5,-2.51838,7.65523,0,154,788,
19,6,0.0632892,0.502343,0.644318,169,1038,
20,0,0.50104,0.625799,0,192,973,
20,1,-0.788478,0.762719,0,160,912,
20,2,-0.280846,2.9825,0,217,1025,
20,3,-0.38501,3.05592,0,202,1029,
20,4,-2.51838,7.65523,0,159,774,
21,0,0.337543,0.584641,0,233,946,
21,1,0.50104,0.679009,0,225,980,
21,2,-0.187231,2.98983,0,209,1027,
21,3,-0.288757,3.06651,0,192,1035,
21,4,-2.49201,2.86527,0,162,988,
21,5,-2.51838,7.65523,0,151,785,
22,0,0.316446,0.596324,0,189,1008,
22,1,0.50104,0.679009,0,231,960,
22,2,-0.187231,2.98983,0,212,1030,
22,3,-0.288757,3.06651,0,188,1035,
22,4,-2.51838,7.65523,0,168,770,
22,5,0.110756,0.494051,-0.644318,220,1030,
23,0,0.50104,0.679009,0,239,953,
23,1,0.0632892,2.02427,0,165,926,
23,2,-0.187231,2.98983,0,215,1024,
23,3,-0.195142,3.11616,0,171,1053,
23,4,-1.26842,2.85301,0,171,1053,
23,5,-2.49201,2.86527,0,157,992,
23,6,-2.51838,7.65523,0,173,764,
24,0,0.474669,0.697698,0,227,940,
24,1,-0.788478,0.762719,0,158,913,
24,2,-0.187231,2.98983,0,226,1017,
24,3,-0.288757,3.06651,0,206,1023,
24,4,-2.49201,2.86527,0,150,999,
24,5,-2.51838,7.65523,0,165,772,
25,0,0.29535,0.607049,0,207,942,
25,1,0.448299,0.714928,0,271,885,
25,2,-0.725189,0.765994,0,180,894,
25,3,0.791116,0.697698,0,180,894,
25,4,-0.187231,2.98983,0,218,1019,
25,5,-0.288757,3.06651,0,202,1023,
26,0,0.475988,0.645058,0,246,846,
26,1,-0.788478,0.762719,0,151,920,
26,2,0,2.02526,0,161,925,
26,3,-0.187231,2.98983,0,219,1020,
26,4,-2.49201,2.86527,0,153,998,
26,5,-2.51838,7.65523,0,159,777,
27,0,0.336224,0.633594,0,305,893,
27,1,0.474669,0.697698,0,308,867,
27,2,-0.788478,0.762719,0,160,911,
27,3,0.0632892,2.02427,0,165,918,
27,4,-0.187231,2.98983,0,216,1019,
27,5,-0.195142,3.11616,0,172,1050,
27,6,-1.26842,2.85301,0,172,1050,
27,7,-2.49201,2.86527,0,150,999,
27,8,-2.51838,7.65523,0,160,778,
28,0,0.336224,0.633594,0,273,902,
28,1,0.474669,0.697698,0,349,860,
28,2,-0.754197,0.796634,0,167,908,
28,3,0.0632892,2.02427,0,157,931,
28,4,-0.280846,2.9825,0,215,1024,
28,5,-0.195142,3.11616,0,173,1051,
28,6,-1.17085,2.89442,0,173,1051,
28,7,-2.51838,7.65523,0,164,774,
29,0,0.336224,0.633594,0,240,897,
29,1,0.448299,0.714928,0,355,848,
29,2,0.0632892,2.02427,0,157,929,
29,3,-0.280846,2.9825,0,215,1019,
29,4,-0.288757,3.06651,0,199,1025,
29,5,-2.61068,2.75758,0,150,999,
29,6,-2.51838,7.65523,0,162,776,
30,0,0.470714,0.750674,0,331,861,
30,1,-0.788478,0.762719,0,157,916,
30,2,-0.280846,2.9825,0,216,1021,
30,3,-0.195142,3.11616,0,173,1049,
30,4,-1.26842,2.85301,0,173,1049,
30,5,-2.51838,7.65523,0,156,781,
31,0,0.284802,0.704048,0,280,877,
31,1,0.443025,0.767341,0,341,826,
31,2,-0.788478,0.762719,0,169,906,
31,3,-0.187231,2.98983,0,217,1022,
31,4,-0.288757,3.06651,0,194,1029,
31,5,-2.51838,7.65523,0,152,783,
32,0,0.377098,0.848192,0,360,814,
32,1,-0.754197,0.796634,0,160,913,
32,2,-0.280846,2.9825,0,207,1025,
32,3,-0.38501,3.05592,0,189,1028,
