frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,414,671
0,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,414,671
0,2,0.13026730716228485,0.8234707713127136,0.0,0.0,226,663
0,3,-0.20842769742012024,0.8072369694709778,0.0,0.0,226,663
0,4,0.2696533203125,0.9200662970542908,0.0,0.0,246,664
0,5,0.7789985537528992,0.7535487413406372,0.0,0.0,178,734
0,6,0.40643399953842163,1.0047317743301392,0.0,0.0,178,734
0,7,-0.5236746072769165,8.362412452697754,0.0,0.0,211,657
1,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,414,671
1,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,414,671
1,2,-0.20842769742012024,0.8072369694709778,0.0,0.0,224,665
1,3,0.10421384871006012,0.827171802520752,0.0,0.0,224,665
1,4,0.2696533203125,0.9200662970542908,0.0,0.0,257,656
1,5,0.7789985537528992,0.7535487413406372,0.0,0.0,189,725
1,6,0.4403035044670105,0.9903571605682373,0.0,0.0,189,725
1,7,-0.2605346143245697,8.333035469055176,0.0,0.0,194,665
2,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,413,671
2,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,413,671
2,2,-0.20842769742012024,0.8072369694709778,0.0,0.0,225,664
2,3,0.10421384871006012,0.827171802520752,0.0,0.0,225,664
2,4,0.2696533203125,0.9200662970542908,0.0,0.0,258,653
2,5,0.7789985537528992,0.7535487413406372,0.0,0.0,185,727
2,6,0.4403035044670105,0.9903571605682373,0.0,0.0,185,727
2,7,-0.5210692286491394,8.320808410644531,0.0,0.0,198,679
2,8,-0.5340960025787354,8.528829574584961,0.0,0.0,184,663
3,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,412,673
3,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,412,673
3,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,227,664
3,3,0.10421384871006012,0.827171802520752,0.0,0.0,227,664
3,4,0.299614816904068,0.910750150680542,0.0,0.0,256,655
3,5,0.7789985537528992,0.7535487413406372,0.0,0.0,188,725
3,6,0.40643399953842163,1.0047317743301392,0.0,0.0,188,725
3,7,-0.5288853049278259,8.445621490478516,0.0,0.0,174,663
3,8,-0.801144003868103,8.507899284362793,0.0,0.0,163,676
4,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,416,669
4,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,416,669
4,2,0.13026730716228485,0.8234707713127136,0.0,0.0,224,663
4,3,-0.1823742389678955,0.8135191202163696,0.0,0.0,224,663
4,4,0.2696533203125,0.9200662970542908,0.0,0.0,255,656
4,5,0.7789985537528992,0.7535487413406372,0.0,0.0,186,726
4,6,0.4403035044670105,0.9903571605682373,0.0,0.0,186,726
4,7,-0.5236746072769165,8.362412452697754,0.0,0.0,195,658
5,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,419,666
5,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,419,666
5,2,0.10421384871006012,0.827171802520752,0.0,0.0,232,658
5,3,-0.20842769742012024,0.8072369694709778,0.0,0.0,232,658
5,4,0.2696533203125,0.9200662970542908,0.0,0.0,256,652
5,5,0.7789985537528992,0.7535487413406372,0.0,0.0,188,725
5,6,0.4403035044670105,0.9903571605682373,0.0,0.0,188,725
5,7,-0.5236746072769165,8.362412452697754,0.0,0.0,222,677
5,8,-0.5314906239509583,8.487224578857422,0.0,0.0,156,672
6,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,424,661
6,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,424,661
6,2,-0.20842769742012024,0.8072369694709778,0.0,0.0,231,656
6,3,0.10421384871006012,0.827171802520752,0.0,0.0,231,656
6,4,0.2696533203125,0.9200662970542908,0.0,0.0,257,650
6,5,0.7789985537528992,0.7535487413406372,0.0,0.0,184,728
6,6,0.4403035044670105,0.9903571605682373,0.0,0.0,184,728
6,7,-0.5210692286491394,8.320808410644531,0.0,0.0,199,668
7,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,408,676
7,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,408,676
7,2,0.10421384871006012,0.827171802520752,0.0,0.0,215,672
7,3,-0.20842769742012024,0.8072369694709778,0.0,0.0,215,672
7,4,0.2696533203125,0.9200662970542908,0.0,0.0,247,664
7,5,0.7789985537528992,0.7535487413406372,0.0,0.0,180,730
7,6,0.4403035044670105,0.9903571605682373,0.0,0.0,180,730
7,7,-0.5210692286491394,8.320808410644531,0.0,0.0,212,670
7,8,-0.5340960025787354,8.528829574584961,0.0,0.0,168,663
8,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,417,667
8,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,417,667
8,2,-0.20842769742012024,0.8072369694709778,0.0,0.0,226,663
8,3,0.10421384871006012,0.827171802520752,0.0,0.0,226,663
8,4,0.2696533203125,0.9200662970542908,0.0,0.0,249,662
8,5,0.7789985537528992,0.7535487413406372,0.0,0.0,177,735
8,6,0.40643399953842163,1.0047317743301392,0.0,0.0,177,735
8,7,-0.5236746072769165,8.362412452697754,0.0,0.0,198,675
9,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,414,671
9,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,414,671
9,2,0.10421384871006012,0.827171802520752,0.0,0.0,225,664
9,3,-0.20842769742012024,0.8072369694709778,0.0,0.0,225,664
9,4,0.2696533203125,0.9200662970542908,0.0,0.0,248,660
9,5,0.7789985537528992,0.7535487413406372,0.0,0.0,182,731
9,6,0.4403035044670105,0.9903571605682373,0.0,0.0,182,731
9,7,-0.5236746072769165,8.362412452697754,0.0,0.0,183,685
10,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,417,668
10,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,417,668
10,2,0.10421384871006012,0.827171802520752,0.0,0.0,230,660
10,3,-0.1823742389678955,0.8135191202163696,0.0,0.0,230,660
10,4,0.299614816904068,0.910750150680542,0.0,0.0,259,650
10,5,0.7789985537528992,0.7535487413406372,0.0,0.0,186,725
10,6,0.4403035044670105,0.9903571605682373,0.0,0.0,186,725
10,7,-0.5236746072769165,8.362412452697754,0.0,0.0,253,664
11,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,408,676
11,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,408,676
11,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,219,667
11,3,0.10421384871006012,0.827171802520752,0.0,0.0,219,667
11,4,0.2696533203125,0.9200662970542908,0.0,0.0,249,660
11,5,0.7789985537528992,0.7535487413406372,0.0,0.0,187,725
11,6,0.4403035044670105,0.9903571605682373,0.0,0.0,187,725
11,7,-0.5236746072769165,8.362412452697754,0.0,0.0,257,671
12,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,422,663
12,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,422,663
12,2,0.10421384871006012,0.827171802520752,0.0,0.0,233,655
12,3,-0.20842769742012024,0.8072369694709778,0.0,0.0,233,655
12,4,0.2696533203125,0.9200662970542908,0.0,0.0,253,657
12,5,0.7789985537528992,0.7535487413406372,0.0,0.0,186,727
12,6,0.4403035044670105,0.9903571605682373,0.0,0.0,186,727
12,7,-0.5236746072769165,8.362412452697754,0.0,0.0,277,648
13,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,420,665
13,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,420,665
13,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,229,659
13,3,0.10421384871006012,0.827171802520752,0.0,0.0,229,659
13,4,0.2696533203125,0.9200662970542908,0.0,0.0,258,653
13,5,0.7789985537528992,0.7535487413406372,0.0,0.0,186,727
13,6,0.4403035044670105,0.9903571605682373,0.0,0.0,186,727
13,7,-0.5236746072769165,8.362412452697754,0.0,0.0,261,668
14,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,417,667
14,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,417,667
14,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,226,662
14,3,0.10421384871006012,0.827171802520752,0.0,0.0,226,662
14,4,0.2696533203125,0.9200662970542908,0.0,0.0,251,660
14,5,0.7789985537528992,0.7535487413406372,0.0,0.0,180,733
14,6,0.4403035044670105,0.9903571605682373,0.0,0.0,180,733
14,7,-0.5236746072769165,8.362412452697754,0.0,0.0,269,667
15,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,421,664
15,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,421,664
15,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,230,658
15,3,0.10421384871006012,0.827171802520752,0.0,0.0,230,658
15,4,0.2696533203125,0.9200662970542908,0.0,0.0,255,657
15,5,0.7789985537528992,0.7535487413406372,0.0,0.0,182,733
15,6,0.4403035044670105,0.9903571605682373,0.0,0.0,182,733
15,7,-0.5236746072769165,8.362412452697754,0.0,0.0,268,660
16,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,420,665
16,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,420,665
16,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,230,657
16,3,0.10421384871006012,0.827171802520752,0.0,0.0,230,657
16,4,0.2696533203125,0.9200662970542908,0.0,0.0,250,659
16,5,0.7789985537528992,0.7535487413406372,0.0,0.0,185,729
16,6,0.4403035044670105,0.9903571605682373,0.0,0.0,185,729
16,7,-0.5236746072769165,8.362412452697754,0.0,0.0,227,675
17,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,419,666
17,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,419,666
17,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,232,658
17,3,0.10421384871006012,0.827171802520752,0.0,0.0,232,658
17,4,0.299614816904068,0.910750150680542,0.0,0.0,255,652
17,5,0.7789985537528992,0.7535487413406372,0.0,0.0,186,728
17,6,0.40643399953842163,1.0047317743301392,0.0,0.0,186,728
17,7,-0.7855119109153748,8.341891288757324,0.0,0.0,201,663
18,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,415,671
18,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,415,671
18,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,223,665
18,3,0.13026730716228485,0.8234707713127136,0.0,0.0,223,665
18,4,0.2696533203125,0.9200662970542908,0.0,0.0,244,665
18,5,0.7789985537528992,0.7535487413406372,0.0,0.0,179,733
18,6,0.40643399953842163,1.0047317743301392,0.0,0.0,179,733
18,7,-0.5262799263000488,8.404016494750977,0.0,0.0,235,667
19,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,416,669
19,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,416,669
19,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,230,658
19,3,0.10421384871006012,0.827171802520752,0.0,0.0,230,658
19,4,0.2696533203125,0.9200662970542908,0.0,0.0,263,648
19,5,0.7789985537528992,0.7535487413406372,0.0,0.0,187,724
19,6,0.40643399953842163,1.0047317743301392,0.0,0.0,187,724
19,7,-0.5210692286491394,8.320808410644531,0.0,0.0,153,670
20,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,415,670
20,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,415,670
20,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,225,664
20,3,0.10421384871006012,0.827171802520752,0.0,0.0,225,664
20,4,0.2696533203125,0.9200662970542908,0.0,0.0,249,659
20,5,0.7789985537528992,0.7535487413406372,0.0,0.0,179,732
20,6,0.4403035044670105,0.9903571605682373,0.0,0.0,179,732
20,7,-0.5236746072769165,8.362412452697754,0.0,0.0,204,676
21,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,423,662
21,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,423,662
21,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,232,656
21,3,0.10421384871006012,0.827171802520752,0.0,0.0,232,656
21,4,0.299614816904068,0.910750150680542,0.0,0.0,255,657
21,5,0.7789985537528992,0.7535487413406372,0.0,0.0,181,731
21,6,0.40643399953842163,1.0047317743301392,0.0,0.0,181,731
21,7,-0.5288853049278259,8.445621490478516,0.0,0.0,155,674
22,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,417,667
22,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,417,667
22,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,224,664
22,3,0.10421384871006012,0.827171802520752,0.0,0.0,224,664
22,4,0.2696533203125,0.9200662970542908,0.0,0.0,254,656
22,5,0.7789985537528992,0.7535487413406372,0.0,0.0,186,726
22,6,0.40643399953842163,1.0047317743301392,0.0,0.0,186,726
22,7,-0.5262799263000488,8.404016494750977,0.0,0.0,181,679
23,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,420,665
23,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,420,665
23,2,-0.1823742389678955,0.8135191202163696,0.0,0.0,228,661
23,3,0.10421384871006012,0.827171802520752,0.0,0.0,228,661
23,4,0.2696533203125,0.9200662970542908,0.0,0.0,248,663
23,5,0.7789985537528992,0.7535487413406372,0.0,0.0,175,736
23,6,0.40643399953842163,1.0047317743301392,0.0,0.0,175,736
23,7,-0.5210692286491394,8.320808410644531,0.0,0.0,154,680
24,0,-0.07294969260692596,0.040361855179071426,0.0,0.0,419,666
24,1,-0.06773900240659714,0.04860210418701172,0.0,0.0,419,666
24,2,0.10421384871006012,0.827171802520752,0.0,0.0,228,663
24,3,-0.1823742389678955,0.8135191202163696,0.0,0.0,228,663
